0,0.001,2,0
0,0.001,2,0
0,0.0209923,1.9885,0
0,0.0209923,1.9885,0
-4.76837e-08,0.0354888,1.95569,0
-4.76837e-08,0.0354888,1.95569,0
-0.00218826,0.0375875,1.92721,0
-0.00218826,0.0375875,1.92721,0
-0.00103212,0.047114,1.90669,0
-0.00103212,0.047114,1.90669,0
-0.00119871,0.0629317,1.88505,0
-0.00119871,0.0629317,1.88505,0
-0.003884,0.0728207,1.86094,0
-0.003884,0.0728207,1.86094,0
-0.00556239,0.077611,1.83757,0
-0.00556239,0.077611,1.83757,0
-0.00531733,0.0867246,1.81543,0
-0.00531733,0.0867246,1.81543,0
-0.00580925,0.0995635,1.79339,0
-0.00580925,0.0995635,1.79339,0
-0.00773811,0.108869,1.77126,0
-0.00773811,0.108869,1.77126,0
-0.00909008,0.115078,1.74944,0
-0.00909008,0.115078,1.74944,0
-0.00934712,0.123771,1.72799,0
-0.00934712,0.123771,1.72799,0
-0.0100066,0.134657,1.70676,0
-0.0100066,0.134657,1.70676,0
-0.011485,0.143419,1.68574,0
-0.011485,0.143419,1.68574,0
-0.0126394,0.150276,1.66496,0
-0.0126394,0.150276,1.66496,0
-0.0131639,0.158545,1.64444,0
-0.0131639,0.158545,1.64444,0
-0.0139093,0.168085,1.62415,0
-0.0139093,0.168085,1.62415,0
-0.0151151,0.176334,1.60409,0
-0.0151151,0.176334,1.60409,0
-0.0161397,0.183394,1.58426,0
-0.0161397,0.183394,1.58426,0
-0.0167994,0.191238,1.56465,0
-0.0167994,0.191238,1.56465,0
-0.0175772,0.199803,1.54527,0
-0.0175772,0.199803,1.54527,0
-0.0186162,0.207563,1.52612,0
-0.0186162,0.207563,1.52612,0
-0.0195494,0.214569,1.50718,0
-0.0195494,0.214569,1.50718,0
-0.0202777,0.221983,1.48846,0
-0.0202777,0.221983,1.48846,0
-0.0210584,0.229798,1.46996,0
-0.0210584,0.229798,1.46996,0
-0.0219835,0.237098,1.45166,0
-0.0219835,0.237098,1.45166,0
-0.0228492,0.243901,1.43358,0
-0.0228492,0.243901,1.43358,0
-0.0235904,0.250906,1.41571,0
-0.0235904,0.250906,1.41571,0
-0.0243689,0.258097,1.39804,0
-0.0243689,0.258097,1.39804,0
-0.0252148,0.264957,1.38057,0
-0.0252148,0.264957,1.38057,0
-0.0260293,0.271472,1.3633,0
-0.0260293,0.271472,1.3633,0
-0.0267686,0.278066,1.34623,0
-0.0267686,0.278066,1.34623,0
-0.0275231,0.284735,1.32936,0
-0.0275231,0.284735,1.32936,0
-0.0283171,0.291164,1.31268,0
-0.0283171,0.291164,1.31268,0
-0.0290863,0.297353,1.29619,0
-0.0290863,0.297353,1.29619,0
-0.029811,0.303546,1.2799,0
-0.029811,0.303546,1.2799,0
-0.0305394,0.309747,1.26378,0
-0.0305394,0.309747,1.26378,0
-0.0312888,0.315766,1.24786,0
-0.0312888,0.315766,1.24786,0
-0.0320269,0.321598,1.23211,0
-0.0320269,0.321598,1.23211,0
-0.0327248,0.327405,1.21655,0
-0.0327248,0.327405,1.21655,0
-0.0334273,0.333175,1.20117,0
-0.0334273,0.333175,1.20117,0
-0.0341382,0.338801,1.18596,0
-0.0341382,0.338801,1.18596,0
-0.0348366,0.344281,1.17093,0
-0.0348366,0.344281,1.17093,0
-0.0355153,0.349704,1.15606,0
-0.0355153,0.349704,1.15606,0
-0.03619,0.355072,1.14138,0
-0.03619,0.355072,1.14138,0
-0.0368736,0.360312,1.12685,0
-0.0368736,0.360312,1.12685,0
-0.0375402,0.365436,1.1125,0
-0.0375402,0.365436,1.1125,0
-0.038187,0.370496,1.09831,0
-0.038187,0.370496,1.09831,0
-0.0388358,0.375482,1.08428,0
-0.0388358,0.375482,1.08428,0
-0.0394886,0.380356,1.07042,0
-0.0394886,0.380356,1.07042,0
-0.0401217,0.385134,1.05671,0
-0.0401217,0.385134,1.05671,0
-0.0407472,0.389833,1.04317,0
-0.0407472,0.389833,1.04317,0
-0.0413676,0.394457,1.02977,0
-0.0413676,0.394457,1.02977,0
-0.0419855,0.398984,1.01653,0
-0.0419855,0.398984,1.01653,0
-0.0425952,0.403415,1.00345,0
-0.0425952,0.403415,1.00345,0
-0.0431951,0.407769,0.990512,0
-0.0431951,0.407769,0.990512,0
-0.0437898,0.412046,0.977724,0
-0.0437898,0.412046,0.977724,0
-0.04438,0.416233,0.965084,0
-0.04438,0.416233,0.965084,0
-0.0449681,0.420326,0.952589,0
-0.0449681,0.420326,0.952589,0
-0.0455456,0.424344,0.940238,0
-0.0455456,0.424344,0.940238,0
-0.0461086,0.428294,0.928028,0
-0.0461086,0.428294,0.928028,0
-0.0466746,0.432151,0.91596,0
-0.0466746,0.432151,0.91596,0
-0.0472308,0.435928,0.90403,0
-0.0472308,0.435928,0.90403,0
-0.047782,0.439626,0.892237,0
-0.047782,0.439626,0.892237,0
-0.0483283,0.443248,0.88058,0
-0.0483283,0.443248,0.88058,0
-0.048867,0.446791,0.869057,0
-0.048867,0.446791,0.869057,0
-0.0494002,0.450255,0.857666,0
-0.0494002,0.450255,0.857666,0
-0.0499267,0.453644,0.846407,0
-0.0499267,0.453644,0.846407,0
-0.0504489,0.456958,0.835277,0
-0.0504489,0.456958,0.835277,0
-0.0509654,0.460196,0.824275,0
-0.0509654,0.460196,0.824275,0
-0.0514822,0.463352,0.8134,0
-0.0514822,0.463352,0.8134,0
-0.051978,0.466451,0.80265,0
-0.051978,0.466451,0.80265,0
-0.0524827,0.469463,0.792024,0
-0.0524827,0.469463,0.792024,0
-0.0529707,0.472413,0.781521,0
-0.0529707,0.472413,0.781521,0
-0.0534571,0.475287,0.771138,0
-0.0534571,0.475287,0.771138,0
-0.0539392,0.47809,0.760875,0
-0.0539392,0.47809,0.760875,0
-0.0544147,0.480824,0.75073,0
-0.0544147,0.480824,0.75073,0
-0.0548857,0.483488,0.740701,0
-0.0548857,0.483488,0.740701,0
-0.0553514,0.486083,0.730789,0
-0.0553514,0.486083,0.730789,0
-0.0558118,0.488609,0.72099,0
-0.0558118,0.488609,0.72099,0
-0.0562671,0.491069,0.711305,0
-0.0562671,0.491069,0.711305,0
-0.0567174,0.493461,0.701731,0
-0.0567174,0.493461,0.701731,0
-0.0571623,0.495787,0.692267,0
-0.0571623,0.495787,0.692267,0
-0.0576087,0.498042,0.682913,0
-0.0576087,0.498042,0.682913,0
-0.0580368,0.500245,0.673666,0
-0.0580368,0.500245,0.673666,0
-0.058467,0.502377,0.664526,0
-0.058467,0.502377,0.664526,0
-0.058894,0.504444,0.655491,0
-0.058894,0.504444,0.655491,0
-0.0593144,0.506451,0.646556,0
-0.0593144,0.506451,0.646556,0
-0.0597293,0.508395,0.637728,0
-0.0597293,0.508395,0.637728,0
-0.0601388,0.510279,0.629003,0
-0.0601388,0.510279,0.629003,0
-0.0605444,0.5121,0.620378,0
-0.0605444,0.5121,0.620378,0
-0.0609459,0.513861,0.611852,0
-0.0609459,0.513861,0.611852,0
-0.0613413,0.515563,0.603425,0
-0.0613413,0.515563,0.603425,0
-0.0617378,0.517201,0.595095,0
-0.0617378,0.517201,0.595095,0
-0.0621203,0.51879,0.586862,0
-0.0621203,0.51879,0.586862,0
-0.0625011,0.520319,0.578723,0
-0.0625011,0.520319,0.578723,0
-0.0628808,0.521787,0.570678,0
-0.0628808,0.521787,0.570678,0
-0.063257,0.523197,0.562726,0
-0.063257,0.523197,0.562726,0
-0.0636214,0.524559,0.554867,0
-0.0636214,0.524559,0.554867,0
-0.0639873,0.52586,0.547097,0
-0.0639873,0.52586,0.547097,0
-0.0643464,0.527109,0.539418,0
-0.0643464,0.527109,0.539418,0
-0.0647049,0.5283,0.531827,0
-0.0647049,0.5283,0.531827,0
-0.0650585,0.529439,0.524324,0
-0.0650585,0.529439,0.524324,0
-0.065407,0.530525,0.516908,0
-0.065407,0.530525,0.516908,0
-0.0657466,0.531563,0.509577,0
-0.0657466,0.531563,0.509577,0
-0.0660842,0.532548,0.502331,0
-0.0660842,0.532548,0.502331,0
-0.0664195,0.53348,0.495169,0
-0.0664195,0.53348,0.495169,0
-0.0667517,0.534361,0.48809,0
-0.0667517,0.534361,0.48809,0
-0.0670824,0.535189,0.481092,0
-0.0670824,0.535189,0.481092,0
-0.0674013,0.535976,0.474176,0
-0.0674013,0.535976,0.474176,0
-0.0677191,0.53671,0.467339,0
-0.0677191,0.53671,0.467339,0
-0.0680345,0.537395,0.460582,0
-0.0680345,0.537395,0.460582,0
-0.0683477,0.538031,0.453902,0
-0.0683477,0.538031,0.453902,0
-0.0686536,0.538623,0.4473,0
-0.0686536,0.538623,0.4473,0
-0.0689572,0.539168,0.440775,0
-0.0689572,0.539168,0.440775,0
-0.0692578,0.539665,0.434325,0
-0.0692578,0.539665,0.434325,0
-0.0695586,0.540113,0.427949,0
-0.0695586,0.540113,0.427949,0
-0.0698472,0.540524,0.421648,0
-0.0698472,0.540524,0.421648,0
-0.070134,0.54089,0.415419,0
-0.070134,0.54089,0.415419,0
-0.0704235,0.541205,0.409263,0
-0.0704235,0.541205,0.409263,0
-0.0707005,0.541485,0.403178,0
-0.0707005,0.541485,0.403178,0
-0.0709797,0.541718,0.397163,0
-0.0709797,0.541718,0.397163,0
-0.071253,0.54191,0.391218,0
-0.071253,0.54191,0.391218,0
-0.0715252,0.542058,0.385343,0
-0.0715252,0.542058,0.385343,0
-0.0718004,0.542159,0.379535,0
-0.0718004,0.542159,0.379535,0
